carat,cut,color,clarity,depth,table,x,y,z,price
1.24,Very Good,J,SI2,63.1,60,6.79,6.74,4.27,3791
2.1,Fair,G,I1,64.6,58,8.05,8.01,5.19,6597
0.89,Premium,H,SI2,60.2,59,6.26,6.23,3.76,2815
0.51,Ideal,F,VVS2,62.2,57,5.12,5.17,3.2,2083
1.09,Ideal,E,VVS2,60.9,56,6.66,6.7,4.07,10333
0.57,Ideal,D,VVS1,61.6,56,5.33,5.35,3.29,3126
0.8,Ideal,F,VS1,62.4,55,5.92,5.88,3.68,3884
1,Very Good,D,SI2,63.7,55,6.32,6.37,4.04,4419
1.27,Good,J,SI2,66,59,6.71,6.75,4.44,4542
1.51,Premium,G,VS1,59.5,59,7.45,7.41,4.42,14156
1.22,Ideal,H,SI1,61.8,57,6.83,6.85,4.23,6654
1.34,Ideal,H,VS2,61.9,55,7.05,7.08,4.37,8771
2.2,Ideal,G,SI2,59.9,57,8.54,8.49,5.1,14691
1,Premium,E,SI2,61.1,58,6.48,6.44,3.95,4704
1.28,Premium,G,VS2,61.6,58,7.02,6.98,4.31,8874
1.2,Fair,F,I1,65.7,56,6.65,6.58,4.35,2622
1.16,Premium,G,VS2,59.9,60,6.88,6.85,4.11,7203
0.77,Premium,E,SI2,62.5,60,5.84,5.8,3.64,2171
0.5,Very Good,E,VVS2,61.5,59,5.08,5.1,3.13,2105
1.53,Very Good,E,SI1,62.6,57,7.25,7.41,4.59,12386
0.9,Premium,I,VS2,63,59,6.1,6.06,3.83,3292
1.52,Premium,F,SI1,62.6,59,7.27,7.36,4.58,11637
1.43,Ideal,J,SI1,62.1,58,7.23,7.16,4.47,6546
2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5,16641
0.91,Fair,H,SI2,65.7,60,6.03,5.99,3.95,2763
2.06,Premium,H,SI2,62.6,58,8.06,8.03,5.04,12931
2.11,Very Good,I,VS2,60.3,60.5,8.22,8.29,4.98,16363
1.52,Premium,G,I1,61.7,58,7.43,7.34,4.56,3820
1,Good,H,SI1,63.9,56,6.31,6.28,4.02,4469
0.7,Ideal,I,VS1,61.5,56,5.73,5.76,3.53,2490
0.7,Ideal,I,VVS2,62.1,56,5.68,5.72,3.54,2367
0.52,Ideal,D,VVS2,62.4,56,5.15,5.17,3.22,2362
1.52,Ideal,I,VVS1,61.9,56,7.34,7.37,4.55,10968
1.01,Very Good,E,SI2,60.4,60,6.48,6.57,3.94,4352
0.71,Ideal,E,VS1,61.5,55,5.78,5.75,3.55,3748
1.7,Premium,J,VS2,61,59,7.66,7.62,4.66,9901
1.02,Very Good,E,VS2,60.3,60,6.58,6.48,3.94,6103
1.51,Very Good,I,VS2,63,60,7.25,7.3,4.58,8952
1.11,Premium,G,VS2,60.8,58,6.7,6.65,4.06,6713
1.17,Good,I,SI1,63.6,61,6.66,6.64,4.23,4914
1.07,Very Good,H,SI2,62.8,57,6.5,6.58,4.11,4413
1.01,Ideal,I,SI1,60.2,59,6.54,6.49,3.92,4241
2.04,Very Good,J,VS2,62.4,57,8.04,8.19,5.06,13825
1.2,Ideal,D,SI1,62.7,55,6.79,6.71,4.23,7903
1.72,Premium,H,SI1,62.4,62,7.63,7.52,4.73,12696
1.26,Premium,D,VS2,62.5,59,6.91,6.85,4.3,9720
2.03,Premium,J,SI2,62.7,59,8.08,8.02,5.05,12531
1.32,Premium,I,SI1,60.3,60,7.14,7.09,4.29,6653
0.74,Very Good,J,VS1,62.7,58,5.75,5.8,3.62,2170
1.02,Very Good,F,VS2,63.3,59,6.4,6.37,4.04,6597
1.25,Ideal,E,VVS2,60.9,60,6.93,6.97,4.23,13006
1.06,Very Good,F,VS2,62.7,55,6.54,6.5,4.09,6627
2,Ideal,H,SI1,62.8,52,8.05,8.1,5.06,18440
1.01,Very Good,F,SI2,62.5,58,6.39,6.41,4,4690
0.9,Good,E,SI2,64.1,57,6.09,6.07,3.9,3084
0.71,Good,F,SI2,64.1,60,0,0,0,2130
1,Good,H,I1,57.6,61,6.67,6.6,3.82,2940
0.93,Fair,G,SI2,66.1,58.1,6,6.04,3.98,3172
0.7,Ideal,F,SI1,61.3,57,5.75,5.71,3.51,2700
2.01,Premium,H,SI1,58.2,62,8.26,8.21,4.79,16287
2.51,Very Good,I,SI2,62.3,57,8.69,8.76,5.44,18090
0.53,Premium,E,VVS2,62.4,56,5.19,5.17,3.23,2331
1.54,Premium,H,VS2,61.8,59,7.4,7.35,4.56,10897
0.7,Fair,E,SI1,65.2,58,5.57,5.54,3.62,2318
1.2,Very Good,F,IF,62.3,60,6.74,6.8,4.22,12905
1.04,Good,D,SI2,57.6,63,6.67,6.7,3.85,4191
0.9,Ideal,H,SI1,61.6,56,6.17,6.23,3.82,4740
1.81,Premium,E,SI2,58.2,61,8.09,8.02,4.69,13561
1.01,Fair,H,SI2,64.9,56,6.33,6.25,4.08,4129
0.91,Ideal,G,SI1,62.5,56,6.19,6.22,3.88,4673
1.52,Ideal,J,VS1,61.3,55,7.42,7.39,4.54,7740
0.7,Fair,F,SI2,65.3,55,5.6,5.49,3.62,2075
2.01,Very Good,I,SI2,61.4,63,8.19,7.96,4.96,9781
0.71,Good,D,VS1,59.2,56,5.84,5.85,3.46,3524
0.91,Premium,H,VS2,61.9,59,6.18,6.23,3.84,4201
1.09,Ideal,J,VS2,62,54,6.64,6.61,4.11,4361
2.02,Premium,E,SI2,58.2,60,8.32,8.25,4.82,17938
1.01,Very Good,D,IF,61.6,56,6.43,6.46,3.97,16087
0.61,Ideal,E,VS2,61.8,56,5.42,5.46,3.36,2556
1.21,Premium,I,SI1,61.6,58,6.89,6.84,4.23,5353
0.99,Very Good,J,SI1,60.3,57,6.44,6.49,3.9,4002
1.51,Ideal,G,VVS2,60.5,56,7.42,7.45,4.5,15164
0.54,Ideal,F,VVS2,61.6,56,5.23,5.26,3.23,2231
1.13,Ideal,F,SI1,59.6,57,6.83,6.79,4.06,6391
2.04,Premium,G,SI1,60.7,62,8.3,8.15,4.96,15217
0.77,Premium,D,VS1,59.4,59,5.96,6,3.55,4037
0.71,Good,I,VVS1,63.8,56,5.7,5.65,3.62,2572
1.2,Ideal,G,VVS2,61.7,57,6.84,6.79,4.2,7688
0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7,2677
1.17,Premium,H,SI2,62.7,56,6.74,6.68,4.21,4914
0.7,Good,F,SI1,61.1,61,5.68,5.71,3.48,2445
1.12,Ideal,G,SI2,62.1,57,6.71,6.65,4.14,4222
0.77,Very Good,F,SI1,59.6,60,5.95,5.97,3.55,3044
1.2,Ideal,G,VVS1,63.1,56,6.74,6.7,4.24,10786
2.45,Ideal,J,VS2,60.4,56,8.72,8.81,5.3,18113
0.7,Ideal,G,VS2,62.7,54,5.65,5.7,3.65,3172
0.85,Ideal,D,SI1,61.9,56,6.03,6.09,3.75,4373
0.7,Ideal,I,VS2,61.9,53.2,5.68,5.71,3.56,2240
1.23,Ideal,F,SI2,62.1,57,6.83,6.8,4.23,4819
0.8,Very Good,D,SI2,62.5,59,5.88,5.92,3.69,2862
0.78,Premium,I,VS2,62.7,58,5.89,5.82,3.68,2646
0.51,Ideal,F,VVS2,61.2,56,5.17,5.19,3.17,2093
2.43,Premium,I,SI2,62.2,60,8.59,8.53,5.33,14727
1.07,Ideal,J,SI1,62.4,56,6.52,6.56,4.08,4422
0.75,Premium,D,SI2,60.6,56,5.94,5.9,3.59,2337
1.26,Very Good,F,IF,60,60,7.04,7.09,4.24,14095
0.71,Good,I,VVS2,63.6,57,5.66,5.69,3.61,2428
0.9,Very Good,E,SI1,62.9,55,6.18,6.22,3.9,3863
1.01,Good,G,SI2,63.8,56,6.32,6.22,4,3620
1.06,Very Good,H,SI2,62.6,58,6.46,6.52,4.06,3958
2,Very Good,I,VS2,59.5,62,8.13,8.21,4.86,15510
1.22,Ideal,H,VVS2,62.2,56,6.83,6.87,4.26,8014
0.88,Ideal,F,SI1,62.3,53,6.12,6.15,3.82,4054
0.58,Ideal,H,IF,61.6,57,5.34,5.37,3.3,2211
0.71,Ideal,H,SI2,61.5,56,5.71,5.74,3.52,2122
0.71,Very Good,D,VS2,61.9,59,5.68,5.72,3.53,3366
1.02,Very Good,J,SI1,63.1,60,6.35,6.4,4.02,3879
0.71,Ideal,H,VS1,60.8,57,5.74,5.79,3.51,3229
0.74,Very Good,E,VS2,62.8,58,5.73,5.76,3.61,3323
0.79,Ideal,G,VS1,62,56,5.91,5.93,3.67,3413
1.5,Good,H,VS1,64.3,57,7.12,7,4.54,8736
1.5,Very Good,F,SI2,62.9,55,7.26,7.28,4.57,9817
1.14,Premium,H,SI1,60.7,58,6.76,6.82,4.12,5003
2,Good,H,SI2,63.6,57,8.01,7.97,5.08,13480
0.7,Very Good,G,VS2,58.2,60,5.84,5.78,3.38,2282
2.25,Premium,I,SI2,61.9,59,8.42,8.35,5.19,11114
1.17,Ideal,F,SI1,61.1,56,6.77,6.82,4.15,6828
2.18,Premium,G,SI2,61.9,60,8.29,8.24,5.12,18003
1.14,Ideal,G,SI2,62.3,56,6.66,6.69,4.16,6346
1,Ideal,F,VVS1,62.3,53,6.37,6.43,3.99,10058
0.76,Premium,E,SI2,60.8,57,5.89,5.85,3.57,2580
1.51,Fair,E,SI1,67.2,53,7.15,7.1,4.79,7468
1.31,Ideal,I,VS2,62.4,57,6.93,6.97,4.34,6338
2.01,Premium,I,SI1,60.1,59,8.24,8.19,4.94,14558
0.91,Good,G,SI1,63.5,61,6.05,6.1,3.86,3776
1.03,Ideal,F,VS2,62.3,56,6.43,6.45,4.01,7392
0.52,Ideal,G,VVS2,61.7,55,5.21,5.23,3.22,2338
1.5,Very Good,E,SI1,60.5,63,7.42,7.35,4.48,10046
1.01,Ideal,H,SI1,61.2,58,6.42,6.49,3.95,4943
1.1,Ideal,G,SI2,62.1,56,6.63,6.61,4.11,4750
1.25,Premium,I,VS2,61,59,6.89,6.98,4.23,5975
1.54,Very Good,D,VS1,59.1,59,7.51,7.55,4.45,16750
1.04,Very Good,F,VS2,59.6,62,6.56,6.62,3.93,6166
1.31,Premium,I,SI1,62,58,7.01,6.98,4.34,5282
1.04,Ideal,G,VVS1,62.2,55,6.51,6.48,4.04,8794
0.7,Ideal,F,VVS1,62.2,57,5.7,5.74,3.56,4458
1.52,Premium,I,I1,61.2,58,7.43,7.35,4.52,3541
0.91,Very Good,H,VS2,58.3,59,6.35,6.47,3.74,4193
1,Ideal,E,SI1,61.5,57,6.41,6.47,3.96,4864
0.81,Ideal,H,SI1,62.1,54,6,6.02,3.73,2435
1.05,Good,H,SI2,63.9,56,6.44,6.37,4.09,3822
0.7,Good,F,SI1,62.8,58,5.6,5.65,3.53,2470
0.71,Premium,G,SI1,62,60,5.68,5.64,3.51,2388
1.21,Ideal,D,VVS2,61.3,57,6.85,6.88,4.21,12375
1.77,Premium,J,SI1,61.3,59,7.83,7.71,4.76,9704
1.27,Ideal,J,VS2,62.9,54,6.87,6.9,4.33,5925
1.18,Premium,J,SI2,61.3,60,6.78,6.83,4.17,4197
1.31,Ideal,G,VS1,62.2,56,7.05,7.01,4.37,10071
1.21,Premium,J,SI1,59.7,60,6.93,6.9,4.13,4574
1.01,Good,G,VS2,58.9,61,6.46,6.55,3.83,5756
0.9,Premium,I,SI1,61.8,58,6.21,6.19,3.83,3251
1.01,Premium,E,VS2,62.9,58,6.47,6.37,4.04,6335
1.01,Ideal,F,SI2,61.5,56,6.42,6.49,3.97,4458
1.03,Premium,E,SI2,61,60,6.46,6.53,3.96,4441
0.92,Fair,F,SI1,64.9,58,6.1,6.04,3.94,3117
1.21,Ideal,G,VS1,62.7,54,6.8,6.82,4.27,9323
2.01,Very Good,H,SI2,63.2,57,8.02,7.97,5.05,14150
1.01,Very Good,E,VS1,60.9,55,6.48,6.58,3.98,7094
1.02,Good,F,SI2,64.2,61,6.3,6.21,4.02,3633
1.21,Very Good,H,VS2,62.9,58,6.74,6.78,4.25,6673
2.01,Ideal,G,SI2,61.5,55,8.15,8.11,5,11602
2.01,Very Good,E,SI2,59.3,61,8.14,8.19,4.84,17759
1.52,Good,H,VS1,63.5,60,7.24,7.28,4.61,11804
1.02,Very Good,H,VS2,60.2,62,6.46,6.54,3.91,5335
0.72,Very Good,E,VS2,63,58,5.69,5.73,3.6,3065
1.06,Premium,G,VVS2,59.6,58,6.61,6.65,3.95,8003
1.01,Premium,G,SI2,62.4,58,6.41,6.38,3.99,4442
1.02,Very Good,G,SI1,61.3,56,6.43,6.53,3.97,5291
1.01,Very Good,G,VS2,61.4,59,6.42,6.48,3.96,5944
0.9,Fair,G,SI2,65.3,59,6.07,6,3.94,2834
0.73,Ideal,F,VS1,62.9,56,5.71,5.77,3.61,3135
1.51,Very Good,F,SI1,62.8,59,7.28,7.31,4.58,11560
1.7,Premium,G,VS2,59,58,7.8,7.85,4.62,15797
0.7,Ideal,G,SI2,62.7,57,5.62,5.6,3.52,2177
1.02,Premium,H,SI2,60.9,58,6.53,6.41,3.94,4113
1.03,Premium,F,SI2,61.6,58,6.46,6.43,3.97,4586
0.91,Premium,H,SI1,62.8,58,6.16,6.13,3.86,3669
1,Very Good,G,SI2,63.1,63,6.33,6.23,3.96,3713
0.97,Very Good,I,SI2,63.4,58,6.34,6.2,3.98,2567
0.72,Premium,D,SI1,62.7,59,5.69,5.73,3.58,2757
1.01,Premium,G,VS1,62.7,58,6.31,6.36,3.97,6221
1,Very Good,D,SI1,59.8,59,6.47,6.51,3.88,5671
1.01,Ideal,E,VS1,61.5,56,6.45,6.49,3.98,9503
1.23,Very Good,F,VS1,59.1,58,7.06,7.09,4.18,9694
0.9,Good,H,VS2,61.5,61,6.15,6.24,3.81,4156
0.8,Ideal,H,VS1,62.2,56,5.92,5.95,3.69,3581
0.7,Very Good,F,SI1,60.6,60,5.71,5.75,3.47,2662
0.92,Ideal,I,SI1,62.1,55,6.24,6.29,3.89,3610
1.06,Very Good,H,SI1,59.3,59,6.66,6.7,3.96,5664
1.38,Ideal,J,SI2,62.6,56,7.05,7.16,4.45,5969
1.53,Premium,H,SI1,62.4,60,7.34,7.31,4.57,8365
0.7,Very Good,G,VS2,63.5,57,5.68,5.66,3.6,2331
1.12,Good,I,VS2,63.8,55,6.57,6.63,4.21,4766
2.02,Premium,H,VS2,60.8,62,8.17,8.12,4.95,18207
1.72,Very Good,I,VVS2,62.7,58,7.54,7.6,4.75,12396
0.86,Ideal,D,SI1,62.8,56,6.05,6.08,3.81,3709
1.2,Premium,I,VS2,62.6,58,6.77,6.72,4.22,5699
2.51,Premium,H,SI2,59.3,61,8.81,8.77,5.21,14543
0.71,Ideal,I,SI1,61.9,55,5.7,5.74,3.54,2313
1.5,Good,G,VS2,63.7,57,7.29,7.25,4.63,10669
0.9,Very Good,D,VS1,63,56,6.13,6.18,3.88,5757
0.81,Ideal,F,SI1,62.3,55,5.96,6,3.72,3481
1.53,Very Good,E,SI2,59.3,58,7.54,7.57,4.48,11069
1.11,Premium,H,SI1,58.8,59,6.79,6.74,3.98,5439
1.01,Good,F,VVS2,65.9,54,6.18,6.27,4.1,7001
0.91,Good,D,SI2,63.8,58,6.09,6.04,3.87,3781
1.1,Ideal,H,SI2,62.6,56,6.57,6.65,4.14,4537
1.7,Ideal,I,VS2,61.7,56,7.72,7.64,4.74,11360
2,Good,E,SI2,57.6,63,8.2,8.16,4.73,16206
1.24,Premium,G,VS1,62,59,6.92,6.88,4.28,7800
0.61,Ideal,E,VVS2,62,54,5.43,5.47,3.38,3011
0.7,Ideal,D,SI1,61.4,54,5.71,5.75,3.52,2872
1.01,Premium,G,SI1,62.8,59,6.43,6.34,4.01,4605
0.74,Ideal,G,SI1,61.3,55,5.85,5.86,3.59,2852
0.75,Ideal,I,VS1,59.9,57,5.96,5.9,3.56,2562
1.45,Very Good,I,IF,60.6,61,7.32,7.41,4.46,9683
0.9,Very Good,I,VS2,58.7,60,6.28,6.35,3.71,3709
0.8,Good,D,SI2,64,60,5.91,5.81,3.75,2229
1.54,Ideal,G,VS2,61.2,56,7.43,7.47,4.56,13794
0.6,Ideal,D,VVS1,62.5,55,5.4,5.42,3.38,4172
0.77,Good,H,VVS1,63.1,57,5.83,5.86,3.69,3096
1.25,Premium,D,SI1,62.4,58,6.89,6.83,4.28,7924
1.73,Good,E,SI1,64.2,58,7.54,7.5,4.83,14479
1.3,Very Good,I,SI1,62.3,58,6.93,6.96,4.33,6302
0.55,Ideal,D,VS2,61.7,55,5.27,5.29,3.26,2133
1.01,Premium,G,VS2,61.5,60,6.45,6.42,3.96,6108
0.73,Ideal,E,SI2,60.4,56,5.81,5.89,3.54,2434
2.02,Premium,E,SI2,60.4,57,8.21,8.18,4.95,14574
1.34,Premium,G,VS2,61,60,7.13,7.07,4.33,7780
0.72,Ideal,H,SI1,61.7,54,5.77,5.81,3.57,2359
0.7,Premium,F,SI1,62.8,59,5.66,5.59,3.53,2348
1,Very Good,J,VVS1,63.5,59,6.34,6.29,4.01,4717
1.66,Very Good,F,VS2,61.4,58,7.63,7.68,4.7,16294
1.14,Ideal,E,VVS2,62.3,55,6.68,6.71,4.17,10512
0.9,Very Good,H,SI2,61.1,63,6.19,6.12,3.76,3105
0.72,Very Good,I,VS2,61.1,56,5.76,5.79,3.53,2337
1.51,Premium,D,SI1,61.1,60,7.37,7.32,4.49,12261
1.16,Premium,H,SI1,61.2,57,6.84,6.76,4.16,5554
0.77,Very Good,D,SI1,60.3,58,5.89,5.96,3.57,3166
1.56,Ideal,D,SI1,62.2,58,7.37,7.42,4.6,10934
0.92,Very Good,F,SI2,62.1,59,6.21,6.26,3.87,3854
1.18,Premium,I,SI2,60.8,58,6.84,6.78,4.14,4579
2.26,Premium,I,SI2,62,58,8.4,8.37,5.2,16241
1.71,Very Good,H,VS2,58.8,60,7.8,7.85,4.6,12493
1.23,Good,J,VS2,63.6,57,6.79,6.74,4.3,5386
1.7,Very Good,J,VS1,62.9,58,7.54,7.67,4.79,10165
1,Good,G,SI2,58.1,65,6.48,6.46,3.76,3541
2.07,Very Good,H,SI1,62.1,59,8.15,8.2,5.08,17893
1.21,Very Good,H,VS1,60.4,59,6.88,6.97,4.18,7196
1.32,Premium,H,VS1,61.3,58,7.09,7.01,4.32,5958
1,Fair,E,SI1,66.5,55,6.21,6.19,4.12,3696
1.2,Premium,H,SI2,62.5,58,6.76,6.81,4.24,5280
1.07,Ideal,D,VS2,62.5,57,6.48,6.51,4.06,8202
1.1,Ideal,H,SI1,61.5,56,6.61,6.65,4.08,6844
1.21,Premium,E,SI2,61.5,58,6.86,6.79,4.2,6223
1.5,Premium,G,VS2,58.4,58,7.54,7.5,4.39,11189
0.7,Very Good,E,SI2,60.4,59,5.7,5.75,3.46,2453
0.7,Premium,I,VS2,60.8,59,5.71,5.68,3.46,2268
0.9,Ideal,F,SI1,61.8,57,6.19,6.21,3.83,3950
1.77,Very Good,I,VS2,60.2,58,7.88,7.83,4.73,13691
2.32,Ideal,H,SI1,62.6,57,8.46,8.52,5.32,18080
1.53,Premium,G,VVS1,60.6,58,7.49,7.45,4.53,16601
0.74,Premium,F,SI2,61.4,57,5.82,5.8,3.57,2328
0.82,Ideal,F,SI1,62.6,57,5.96,6.02,3.75,2974
0.81,Ideal,G,IF,62.4,54,5.93,5.99,3.72,4751
1.26,Premium,I,SI2,62.2,58,6.98,6.92,4.32,5398
1.8,Ideal,D,SI2,62.9,54,7.77,7.74,4.88,7862
0.53,Ideal,F,VVS2,61.3,56,5.21,5.24,3.2,2291
1.22,Ideal,I,SI1,62.1,56,6.83,6.79,4.23,5329
1.29,Very Good,F,SI2,63.4,57,6.92,6.77,4.35,4977
1,Very Good,H,SI1,63.4,56,6.37,6.34,4.03,4469
0.74,Ideal,E,SI1,60.8,56,5.85,5.89,3.57,3497
0.7,Ideal,H,SI2,61.8,57,5.67,5.72,3.52,2298
0.93,Ideal,E,SI1,61.9,56,6.24,6.27,3.87,5992
1.06,Premium,J,SI2,62,58,6.53,6.45,4.04,3823
1.13,Ideal,G,VS2,61.9,56,6.68,6.71,4.14,7147
2,Very Good,I,SI2,63.1,56,7.98,7.84,5,9435
0.63,Ideal,D,VS2,61.5,54,5.54,5.58,3.42,2013
1.36,Premium,H,VS2,61.9,58,7.09,7.15,4.41,8718
1,Premium,F,SI1,61.6,61,6.37,6.3,3.9,5292
0.71,Premium,E,SI1,61.1,57,5.73,5.69,3.49,2629
0.61,Very Good,E,SI1,63.9,54,5.38,5.42,3.45,2179
1.03,Very Good,F,SI2,62.4,59,6.38,6.45,4,4503
1.31,Premium,G,VVS2,59.6,61,7.23,7.14,4.28,11255
1.05,Ideal,J,SI1,61.5,55,6.53,6.57,4.03,4405
0.54,Ideal,F,VVS1,61.6,55,5.27,5.28,3.25,2951
1.09,Ideal,E,SI1,61.1,55,6.7,6.66,4.08,6043
1,Premium,J,SI1,58.7,58,6.55,6.51,3.83,3920
0.72,Premium,F,SI2,59.3,57,5.89,5.85,3.48,2364
1.02,Ideal,G,VVS2,61.8,56,6.42,6.46,3.98,9286
0.71,Very Good,E,VS2,62.9,55,5.72,5.76,3.61,2590
1.04,Very Good,I,SI1,62.5,62,6.39,6.45,4.01,4175
0.7,Good,G,VS2,62.1,61,5.68,5.69,3.53,2367
2.14,Very Good,I,SI1,61.3,61,8.28,8.32,5.09,15769
1.04,Ideal,H,SI1,62.7,54,6.51,6.47,4.07,4515
1.24,Premium,D,SI1,59.3,60,7.05,7.01,4.16,6319
0.72,Very Good,E,VS2,63,57,5.69,5.73,3.6,2923
0.76,Good,G,SI1,57.7,63,6.05,5.97,3.47,2447
0.71,Ideal,G,SI1,62.4,56,5.74,5.71,3.57,2386
1.51,Ideal,G,VS1,61.9,57,7.37,7.34,4.55,14674
1.05,Premium,G,SI2,61.3,58,6.55,6.6,4.03,4241
1.02,Premium,G,SI1,62.6,59,6.43,6.38,4.01,4449
1.5,Ideal,I,VS2,62.4,54.1,7.3,7.35,4.57,9730
0.9,Very Good,G,VS2,58.5,59,6.35,6.36,3.72,4484
0.79,Very Good,D,VS1,62.4,60,5.86,5.88,3.66,4213
1.23,Ideal,G,VS1,61.2,56,6.92,6.98,4.25,9119
1.03,Ideal,F,SI1,61.3,57,6.47,6.53,3.98,6044
0.9,Good,E,SI1,57.9,60,6.3,6.34,3.66,4190
1.73,Premium,I,VS1,62.2,59,7.65,7.62,4.75,12674
2.35,Premium,I,SI1,61.8,58,8.58,8.44,5.26,14185
0.52,Very Good,G,VVS1,59.2,58,5.28,5.31,3.14,2045
1.02,Premium,F,VS2,61.8,56,6.54,6.46,4.02,6626
1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
0.7,Very Good,D,SI2,63.7,58,5.56,5.62,3.56,2104
1.06,Ideal,H,SI2,60.1,59,6.58,6.67,3.98,4516
1.22,Ideal,I,SI2,61.3,57,6.91,6.85,4.22,5226
0.52,Ideal,F,IF,60.6,57,5.21,5.22,3.16,2575
0.73,Good,J,VS2,60.8,63,5.67,5.78,3.48,2098
0.71,Good,G,VS2,64.2,58,5.59,5.62,3.6,2599
0.71,Ideal,E,VVS2,61.2,57,5.73,5.8,3.53,4030
1.62,Premium,H,SI1,62.2,58,7.5,7.46,4.65,11455
1.01,Ideal,E,SI1,61.1,55,6.47,6.52,3.97,6132
2.03,Ideal,I,VS2,59.9,60,8.17,8.27,4.92,15826
1.01,Good,E,SI1,64.3,59,6.34,6.31,4.07,4853
1.7,Premium,H,SI1,62.5,60,7.54,7.49,4.7,11709
1.21,Very Good,H,VS1,62.3,58,6.71,6.74,4.19,7246
1.62,Premium,H,SI1,61.3,60,7.48,7.53,4.6,10813
2.21,Premium,H,SI2,62.9,60,8.27,8.23,5.19,13369
1.5,Very Good,F,SI1,63.4,58,7.2,7.16,4.55,10962
1.01,Very Good,E,SI2,63.4,59,6.32,6.26,3.99,4299
1.16,Ideal,D,SI2,62.1,54,6.79,6.74,4.2,5898
1.1,Ideal,D,VS1,61.9,56,6.58,6.61,4.09,10144
0.56,Fair,E,VVS2,57.3,60,5.5,5.57,3.17,2426
1.52,Ideal,F,SI1,61.5,55,7.44,7.41,4.57,12477
1,Good,F,VS2,63.7,59,6.27,6.32,4.01,5929
0.7,Ideal,H,VS2,60.8,56,5.74,5.77,3.5,3656
1.03,Ideal,J,SI2,60.6,56,6.58,6.57,3.99,4347
1.18,Ideal,G,SI1,62,56,6.76,6.79,4.2,6960
1.31,Good,G,SI2,63.8,56,7.03,6.89,4.44,4864
1,Premium,H,SI2,61.3,58,6.45,6.41,3.94,3920
0.95,Premium,E,SI1,62.8,59,6.25,6.21,3.91,4628
1.7,Very Good,H,VS2,63.3,57,7.59,7.54,4.79,12228
1.21,Ideal,H,SI1,62.1,59,6.81,6.75,4.21,6573
0.71,Ideal,I,VVS1,62.4,55,5.69,5.76,3.57,2559
1.01,Very Good,G,SI1,62,63,6.34,6.25,3.9,3137
1.3,Ideal,H,VS1,62.2,57,7.01,6.98,4.35,5962
0.71,Ideal,G,SI2,62.3,56,5.68,5.72,3.55,2266
0.84,Premium,G,SI2,62.6,58,6.01,5.98,3.75,2573
1.5,Very Good,G,SI1,63.1,59,7.22,7.27,4.57,10139
0.7,Premium,F,SI1,62.2,59,5.69,5.73,3.55,2401
0.91,Premium,F,SI1,62.7,59,6.23,6.18,3.89,3644
1.61,Ideal,F,SI1,60.9,57,7.58,7.51,4.6,10197
1.01,Good,E,SI1,64.1,59,6.31,6.35,4.06,4399
1.2,Premium,I,SI2,62.7,58,6.82,6.76,4.26,5141
1.58,Ideal,D,SI2,62.5,55,7.39,7.45,4.64,11428
1.91,Premium,I,SI1,59.6,60,8.02,7.98,4.77,13092
2.3,Ideal,J,SI1,62.3,57,8.41,8.34,5.22,12316
1.12,Premium,I,SI1,62,56,6.73,6.65,4.15,4641
1.05,Very Good,H,SI1,59.5,58,6.61,6.69,3.96,4608
0.91,Good,E,SI1,63.5,57,6.11,6.14,3.89,4512
1.02,Premium,G,VS1,62,59,6.45,6.39,3.98,6238
1.23,Premium,G,VS1,61.8,58,6.88,6.84,4.24,8381
0.9,Very Good,F,SI2,60.8,55,6.25,6.28,3.81,3552
1,Ideal,J,VS1,62.3,56,6.43,6.38,3.99,4032
0.55,Ideal,D,VS2,60.6,56,5.3,5.36,3.23,2224
1.03,Ideal,E,VVS2,61.7,54,6.49,6.52,4.02,9932
1.01,Premium,F,SI1,59.8,60,6.57,6.53,3.92,5345
0.75,Premium,H,SI1,60.2,59,5.92,5.88,3.55,2329
1,Very Good,F,VVS2,60,62,6.43,6.46,3.87,8553
1.51,Premium,F,SI1,61.4,58,7.43,7.35,4.54,11817
0.7,Premium,F,VVS1,62.4,56,5.69,5.63,3.53,3300
1.52,Premium,I,SI2,62.5,56,7.35,7.33,4.59,7341
1.5,Ideal,D,VS2,62.6,56,7.27,7.21,4.53,15992
1.06,Ideal,G,VS2,61.1,57,6.59,6.56,4.02,6667
1.21,Ideal,H,SI2,62,54.5,6.81,6.87,4.25,5814
1.22,Ideal,G,VVS1,61.5,56,6.86,6.9,4.23,12081
0.71,Ideal,H,VS2,61.8,55,5.73,5.75,3.55,3080
1.25,Ideal,H,VS2,62.2,57,6.92,6.88,4.29,7365
1.39,Premium,G,VS2,62,56,7.18,7.14,4.44,8874
1.08,Good,G,SI2,63.2,57,6.5,6.54,4.12,4241
0.76,Premium,I,VS2,62.8,61,5.78,5.74,3.62,2175
2.01,Very Good,H,SI2,63.4,57,8,7.93,5.05,16111
1.59,Ideal,I,VS2,61.7,57,7.47,7.52,4.62,10752
0.75,Premium,H,VS2,60.8,57,5.9,5.87,3.58,2484
1,Premium,F,SI2,61.6,58,6.44,6.35,3.94,4480
2.08,Ideal,E,SI2,60.2,60,8.28,8.32,5,18128
